location,block,pasture,Livestock,patch,Hectares,LastBurn,Status_2017,Status_2018,date,FireNum,Patch-Num,plot,array,DL,TC,MaxC,LAI,SVMC,FM,FM_cor,FMC,KgHa,AirTemp,RH,WindSpeed,MaxWindSpeed,WindDir,Burn,MaxTempTime,ROS_1m/s,ROS_1m_mph,SH_Singe,SH_Char,SH_Black,SH_Broken
CGREC,BAR,SW,Cattle,NE,14,Unburned,0,1,5/16/2018,1,1,2,2,4,4,53.77,,,,,,,27.57,29.10,6.92,19.82,199.15,,13:23:08.0,,,,,,
CGREC,BAR,SW,Cattle,NE,14,Unburned,0,1,5/16/2018,1,1,2,2,4,5,408.00,,,,,,,26.54,32.25,6.88,23.90,243.30,1,12:06:27.0,,,,,,
CGREC,BAR,SW,Cattle,NE,14,Unburned,0,1,5/16/2018,1,1,2,3,6,1,,0.73,101.9,0.49,48.53,48.53,1961.60,,,,,,,,,,49.50,44.00,39.50,23.50
CGREC,BAR,SW,Cattle,NE,14,Unburned,0,1,5/16/2018,1,1,2,3,6,2,,1.04,18.9,0.41,40.89,40.89,1545.60,,,,,,,,,,49.50,44.00,39.50,23.50
CGREC,BAR,SW,Cattle,NE,14,Unburned,0,1,5/16/2018,1,1,2,3,6,3,,0.40,17.7,0.92,91.74,91.74,697.60,,,,,,,,,,49.50,44.00,39.50,23.50
CGREC,BAR,SW,Cattle,NE,14,Unburned,0,1,5/16/2018,1,1,2,3,6,4,,,,,,,,,,,,,,,,,,,,
CGREC,BAR,SW,Cattle,NE,14,Unburned,0,1,5/16/2018,1,1,2,3,6,5,,,,,,,,,,,,,,,,,,,,
CGREC,BAR,SW,Cattle,NE,14,Unburned,0,1,5/16/2018,1,1,3,1,5,1,290.00,2.64,22.8,0.64,63.65,63.65,2513.60,26.54,32.25,6.88,23.90,243.30,1,12:03:18.0,,,49.00,46.00,29.00,28.00
CGREC,BAR,SW,Cattle,NE,14,Unburned,0,1,5/16/2018,1,1,3,1,5,2,122.75,1.51,30.1,0.78,78.34,78.34,3737.60,26.54,32.25,6.88,23.90,243.30,1,12:02:14.1,,,49.00,46.00,29.00,28.00
CGREC,BAR,SW,Cattle,NE,14,Unburned,0,1,5/16/2018,1,1,3,1,5,3,106.25,0.72,31.6,0.62,61.63,61.63,3465.60,26.54,32.25,6.88,23.90,243.30,1,12:04:27.0,,,49.00,46.00,29.00,28.00
CGREC,BAR,SW,Cattle,NE,14,Unburned,0,1,5/16/2018,1,1,3,1,5,4,151.50,,,,,,,26.54,32.25,6.88,23.90,243.30,1,12:03:04.1,,,,,,
CGREC,BAR,SW,Cattle,NE,14,Unburned,0,1,5/16/2018,1,1,3,1,5,5,179.50,,,,,,,26.54,32.25,6.88,23.90,243.30,1,12:03:15.1,,,,,,
CGREC,BAR,SW,Cattle,NE,14,Unburned,0,1,5/16/2018,1,1,3,2,1,1,,1.54,19.9,0.84,83.90,83.90,1897.60,,,,,,,,,,,,,
CGREC,BAR,SW,Cattle,NE,14,Unburned,0,1,5/16/2018,1,1,3,2,1,2,,1.69,25.5,0.95,95.12,95.12,2001.60,,,,,,,,,,,,,
CGREC,BAR,SW,Cattle,NE,14,Unburned,0,1,5/16/2018,1,1,3,2,1,3,,0.88,34.2,0.76,75.52,75.52,2457.60,,,,,,,,,,,,,
CGREC,BAR,SW,Cattle,NE,14,Unburned,0,1,5/16/2018,1,1,3,2,1,4,,,,,,,,,,,,,,,,,,,,
CGREC,BAR,SW,Cattle,NE,14,Unburned,0,1,5/16/2018,1,1,3,2,1,5,,,,,,,,,,,,,,,,,,,,
CGREC,BAR,SW,Cattle,NE,14,Unburned,0,1,5/16/2018,1,1,3,2,1,6,,,,,,,,,,,,,,,,,,,,
CGREC,BAR,SW,Cattle,NE,14,Unburned,0,1,5/16/2018,1,1,3,3,2,1,347.00,1.52,17.9,0.77,77.22,77.22,1657.60,26.54,32.25,6.88,23.90,243.30,1,12:00:12.0,,,32.67,30.67,35.00,25.67
CGREC,BAR,SW,Cattle,NE,14,Unburned,0,1,5/16/2018,1,1,3,3,2,2,350.50,0.99,24.5,0.78,78.31,78.31,1777.60,26.54,32.25,6.88,23.90,243.30,1,12:02:57.1,,,32.67,30.67,35.00,25.67
CGREC,BAR,SW,Cattle,NE,14,Unburned,0,1,5/16/2018,1,1,3,3,2,3,223.75,0.94,28.7,0.40,40.49,40.49,4425.60,26.54,32.25,6.88,23.90,243.30,1,12:02:17.1,,,32.67,30.67,35.00,25.67
CGREC,BAR,SW,Cattle,NE,14,Unburned,0,1,5/16/2018,1,1,3,3,2,4,46.68,,,,,,,27.57,29.10,6.92,19.82,199.15,,13:27:06.1,,,,,,
CGREC,BAR,SW,Cattle,NE,14,Unburned,0,1,5/16/2018,1,1,3,3,2,5,86.00,,,,,,,26.54,32.25,6.88,23.90,243.30,1,12:02:02.0,,,,,,
CGREC,BAR,SE,Cattle,SEE,6.76,Unburned,0,1,5/16/2018,2,1,1,1,2,1,189.00,0.65,25.0,0.24,23.91,23.91,4617.60,28.33,27.29,8.48,24.02,176.20,1,15:02:17.1,0.0409,0.09,,,,
CGREC,BAR,SE,Cattle,SEE,6.76,Unburned,0,1,5/16/2018,2,1,1,1,2,2,246.00,0.85,26.1,0.36,35.83,35.83,2857.60,28.33,27.29,8.48,24.02,176.20,1,15:01:53.0,,,,,,
CGREC,BAR,SE,Cattle,SEE,6.76,Unburned,0,1,5/16/2018,2,1,1,1,2,3,247.25,1.87,17.0,0.21,21.09,21.09,3641.60,28.33,27.29,8.48,24.02,176.20,1,15:02:09.1,,,,,,
CGREC,BAR,SE,Cattle,SEE,6.76,Unburned,0,1,5/16/2018,2,1,1,1,2,4,49.90,,,,,,,27.85,29.08,8.85,25.22,195.40,,13:45:55.0,,,,,,
CGREC,BAR,SE,Cattle,SEE,6.76,Unburned,0,1,5/16/2018,2,1,1,1,2,5,219.50,,,,,,,28.33,27.29,8.48,24.02,176.20,1,15:02:51.0,,,,,,
CGREC,BAR,SE,Cattle,SEE,6.76,Unburned,0,1,5/16/2018,2,1,1,2,5,1,130.50,0.61,19.4,0.22,21.61,21.61,2369.60,28.33,27.29,8.48,24.02,176.20,1,14:59:59.1,0.0002,0.00,,,,
CGREC,BAR,SE,Cattle,SEE,6.76,Unburned,0,1,5/16/2018,2,1,1,2,5,2,115.75,0.30,22.3,0.45,45.34,45.34,1305.60,28.33,27.29,8.48,24.02,176.20,1,14:59:09.1,,,,,,
CGREC,BAR,SE,Cattle,SEE,6.76,Unburned,0,1,5/16/2018,2,1,1,2,5,3,173.50,0.74,23.7,0.19,19.01,19.01,3409.60,28.33,27.29,8.48,24.02,176.20,1,15:00:48.0,,,,,,
CGREC,BAR,SE,Cattle,SEE,6.76,Unburned,0,1,5/16/2018,2,1,1,2,5,4,245.25,,,,,,,28.33,27.29,8.48,24.02,176.20,1,15:00:11.0,,,,,,
CGREC,BAR,SE,Cattle,SEE,6.76,Unburned,0,1,5/16/2018,2,1,1,2,5,5,197.50,,,,,,,28.33,27.29,8.48,24.02,176.20,1,15:01:21.0,,,,,,
CGREC,BAR,SE,Cattle,SEE,6.76,Unburned,0,1,5/16/2018,2,1,1,3,7,1,191.50,1.37,24.7,0.18,18.28,18.28,3457.60,28.33,27.29,8.48,24.02,176.20,1,15:02:04.0,0.0388,0.09,,,,
CGREC,BAR,SE,Cattle,SEE,6.76,Unburned,0,1,5/16/2018,2,1,1,3,7,2,264.50,0.31,26.5,0.34,33.93,33.93,2145.60,28.33,27.29,8.48,24.02,176.20,1,15:01:39.0,,,,,,
CGREC,BAR,SE,Cattle,SEE,6.76,Unburned,0,1,5/16/2018,2,1,1,3,7,3,297.00,1.08,25.4,0.49,49.01,49.01,2105.60,28.33,27.29,8.48,24.02,176.20,1,15:01:46.0,,,,,,
CGREC,BAR,SE,Cattle,SEE,6.76,Unburned,0,1,5/16/2018,2,1,1,3,7,4,262.00,,,,,,,28.33,27.29,8.48,24.02,176.20,1,15:02:14.1,,,,,,
CGREC,BAR,SE,Cattle,SEE,6.76,Unburned,0,1,5/16/2018,2,1,1,3,7,5,299.00,,,,,,,28.33,27.29,8.48,24.02,176.20,1,15:01:50.0,,,,,,
CGREC,BAR,SE,Cattle,SEE,6.76,Unburned,0,1,5/16/2018,2,1,2,1,1,1,,1.94,27.9,0.95,94.89,94.89,2537.60,,,,,,,,,,,,,
CGREC,BAR,SE,Cattle,SEE,6.76,Unburned,0,1,5/16/2018,2,1,2,1,1,2,,1.42,35.8,0.52,51.97,51.97,1585.60,,,,,,,,,,,,,
CGREC,BAR,SE,Cattle,SEE,6.76,Unburned,0,1,5/16/2018,2,1,2,1,1,3,,1.54,30.2,0.27,27.24,27.24,3465.60,,,,,,,,,,,,,
CGREC,BAR,SE,Cattle,SEE,6.76,Unburned,0,1,5/16/2018,2,1,2,1,1,4,,,,,,,,,,,,,,,,,,,,
CGREC,BAR,SE,Cattle,SEE,6.76,Unburned,0,1,5/16/2018,2,1,2,1,1,5,,,,,,,,,,,,,,,,,,,,
CGREC,BAR,SE,Cattle,SEE,6.76,Unburned,0,1,5/16/2018,2,1,2,2,6,1,,0.84,25.3,0.86,86.08,86.08,3057.60,,,,,,,,,,,,,
CGREC,BAR,SE,Cattle,SEE,6.76,Unburned,0,1,5/16/2018,2,1,2,2,6,2,,1.01,31.2,0.72,72.23,72.23,2281.60,,,,,,,,,,,,,
CGREC,BAR,SE,Cattle,SEE,6.76,Unburned,0,1,5/16/2018,2,1,2,2,6,3,,1.93,22.9,0.43,42.82,42.82,5081.60,,,,,,,,,,,,,
CGREC,BAR,SE,Cattle,SEE,6.76,Unburned,0,1,5/16/2018,2,1,2,2,6,4,,,,,,,,,,,,,,,,,,,,
CGREC,BAR,SE,Cattle,SEE,6.76,Unburned,0,1,5/16/2018,2,1,2,2,6,5,,,,,,,,,,,,,,,,,,,,
CGREC,BAR,SE,Cattle,SEE,6.76,Unburned,0,1,5/16/2018,2,1,2,3,8,1,202.75,0.55,20.6,0.76,76.16,76.16,2993.60,28.33,27.29,8.48,24.02,176.20,1,15:05:46.1,0.0236,0.05,,,,
CGREC,BAR,SE,Cattle,SEE,6.76,Unburned,0,1,5/16/2018,2,1,2,3,8,2,227.75,1.01,13.1,0.54,53.90,53.90,5313.60,28.33,27.29,8.48,24.02,176.20,1,15:05:14.0,,,,,,
CGREC,BAR,SE,Cattle,SEE,6.76,Unburned,0,1,5/16/2018,2,1,2,3,8,3,217.75,2.45,20.4,0.33,33.17,33.17,6969.60,28.33,27.29,8.48,24.02,176.20,1,15:05:54.0,,,,,,
CGREC,BAR,SE,Cattle,SEE,6.76,Unburned,0,1,5/16/2018,2,1,2,3,8,4,142.25,,,,,,,28.33,27.29,8.48,24.02,176.20,1,15:06:34.1,,,,,,
CGREC,BAR,SE,Cattle,SEE,6.76,Unburned,0,1,5/16/2018,2,1,2,3,8,5,219.00,,,,,,,28.33,27.29,8.48,24.02,176.20,1,15:06:16.0,,,,,,
CGREC,BAR,SE,Cattle,SEE,6.76,Unburned,0,1,5/16/2018,2,1,3,1,3,1,235.00,2.55,20.6,0.63,62.74,62.74,4921.60,28.09,28.19,8.67,24.62,185.80,1,14:39:33.0,0.0327,0.07,,,,
CGREC,BAR,SE,Cattle,SEE,6.76,Unburned,0,1,5/16/2018,2,1,3,1,3,2,315.75,1.47,25.6,0.91,90.83,90.83,2809.60,28.09,28.19,8.67,24.62,185.80,1,14:39:27.0,,,,,,
CGREC,BAR,SE,Cattle,SEE,6.76,Unburned,0,1,5/16/2018,2,1,3,1,3,3,286.25,2.40,13.9,0.42,42.13,42.13,5297.60,28.09,28.19,8.67,24.62,185.80,1,14:39:56.0,,,,,,
CGREC,BAR,SE,Cattle,SEE,6.76,Unburned,0,1,5/16/2018,2,1,3,1,3,4,356.25,,,,,,,28.33,27.29,8.48,24.02,176.20,1,14:45:51.0,,,,,,
CGREC,BAR,SE,Cattle,SEE,6.76,Unburned,0,1,5/16/2018,2,1,3,1,3,5,41.20,,,,,,,28.33,27.29,8.48,24.02,176.20,,14:52:34.0,,,,,,
CGREC,BAR,SE,Cattle,SEE,6.76,Unburned,0,1,5/16/2018,2,1,3,2,9,1,384.75,1.76,21.6,0.39,38.64,38.64,5113.60,28.09,28.19,8.67,24.62,185.80,1,14:40:45.0,0.0115,0.03,,,,
CGREC,BAR,SE,Cattle,SEE,6.76,Unburned,0,1,5/16/2018,2,1,3,2,9,2,221.50,3.48,25.1,0.33,32.89,32.89,3745.60,28.09,28.19,8.67,24.62,185.80,1,14:40:25.1,,,,,,
CGREC,BAR,SE,Cattle,SEE,6.76,Unburned,0,1,5/16/2018,2,1,3,2,9,3,294.75,1.29,23.7,0.34,33.71,33.71,4081.60,28.09,28.19,8.67,24.62,185.80,1,14:39:22.0,,,,,,
CGREC,BAR,SE,Cattle,SEE,6.76,Unburned,0,1,5/16/2018,2,1,3,2,9,4,184.50,,,,,,,28.09,28.19,8.67,24.62,185.80,1,14:42:03.0,,,,,,
CGREC,BAR,SE,Cattle,SEE,6.76,Unburned,0,1,5/16/2018,2,1,3,2,9,5,233.25,,,,,,,28.09,28.19,8.67,24.62,185.80,1,14:40:24.0,,,,,,
CGREC,BAR,SE,Cattle,SEE,6.76,Unburned,0,1,5/16/2018,2,1,3,3,4,1,321.50,1.69,20.2,0.44,44.50,44.50,6777.60,28.09,28.19,8.67,24.62,185.80,1,14:39:02.0,,,,,,
CGREC,BAR,SE,Cattle,SEE,6.76,Unburned,0,1,5/16/2018,2,1,3,3,4,2,343.25,3.45,20.5,0.41,41.20,41.20,6465.60,28.09,28.19,8.67,24.62,185.80,1,14:40:14.0,,,,,,
CGREC,BAR,SE,Cattle,SEE,6.76,Unburned,0,1,5/16/2018,2,1,3,3,4,3,378.50,2.69,19.4,0.48,47.55,47.55,5753.60,28.09,28.19,8.67,24.62,185.80,1,14:39:02.0,,,,,,
CGREC,BAR,SE,Cattle,SEE,6.76,Unburned,0,1,5/16/2018,2,1,3,3,4,4,61.75,,,,,,,28.33,27.29,8.48,24.02,176.20,1,14:46:34.1,,,,,,
CGREC,BAR,SE,Cattle,SEE,6.76,Unburned,0,1,5/16/2018,2,1,3,3,4,5,53.77,,,,,,,27.57,29.10,6.92,19.82,199.15,,13:23:08.0,,,,,,
CGREC,BAR,SW,Cattle,SE,16,,,,5/7/2019,2,,1,1,3R,1,320.50,,76.2,10.34,10.34,10.34,3774.40,11.92,40.48,14.71,25.83,155.20,,15:59:46.0,,,93.00,89.00,77.00,32.00
CGREC,BAR,SW,Cattle,SE,16,,,,5/7/2019,2,,1,1,3R,2,190.75,,74.0,14.43,14.43,14.43,1540.80,11.92,40.48,14.71,25.83,155.20,1,15:59:46.1,,,55.00,48.00,32.00,21.00
CGREC,BAR,SW,Cattle,SE,16,,,,5/7/2019,2,,1,1,3R,3,320.25,,67.3,19.24,19.24,19.24,2595.20,11.92,40.48,14.71,25.83,155.20,1,16:00:01.1,,,94.00,93.00,87.00,38.00
CGREC,BAR,SW,Cattle,SE,16,,,,5/7/2019,2,,1,2,9R,1,361.50,,55.7,10.83,10.83,10.83,2320.00,11.92,40.48,14.71,25.83,155.20,1,15:59:41.1,0.1000,0.22,69.00,57.00,50.00,36.00
CGREC,BAR,SW,Cattle,SE,16,,,,5/7/2019,2,,1,2,9R,2,324.00,,56.5,14.59,14.59,14.59,1184.00,11.92,40.48,14.71,25.83,155.20,1,15:59:46.1,,,83.00,79.00,68.00,54.00
CGREC,BAR,SW,Cattle,SE,16,,,,5/7/2019,2,,1,2,9R,3,246.25,,61.5,13.18,13.18,13.18,1238.40,11.92,40.48,14.71,25.83,155.20,1,15:59:51.0,,,97.00,87.00,83.00,72.00
CGREC,BAR,SW,Cattle,SE,16,,,,5/7/2019,2,,1,3,5Y,1,551.50,,47.3,9.54,9.54,9.54,4009.60,11.92,40.48,14.71,25.83,155.20,1,15:59:44.0,0.0833,0.19,143.00,122.00,107.00,84.00
CGREC,BAR,SW,Cattle,SE,16,,,,5/7/2019,2,,1,3,5Y,2,535.00,,46.2,9.29,9.29,9.29,3494.40,11.92,40.48,14.71,25.83,155.20,1,15:59:50.0,,,111.00,104.00,95.00,67.00
CGREC,BAR,SW,Cattle,SE,16,,,,5/7/2019,2,,1,3,5Y,3,426.75,,46.8,11.96,11.96,11.96,2353.60,11.92,40.48,14.71,25.83,155.20,1,15:59:56.0,,,144.00,135.00,130.00,86.00
CGREC,BAR,SW,Cattle,SE,16,,,,5/7/2019,2,,1,3,5Y,4,21.50,,,,,,,11.635,40.92,15.59,26.73,156.05,,16:42:03.0,,,,,,
CGREC,BAR,SW,Cattle,SE,16,,,,5/7/2019,2,,1,3,5Y,5,261.75,,,,,,,11.635,40.92,15.59,26.73,156.05,1,15:59:58.1,,,,,,
CGREC,BAR,SW,Cattle,SE,16,,,,5/7/2019,2,,2,1,7R,1,535.00,,53.7,9.00,9.00,9.00,2222.40,11.92,40.48,14.71,25.83,155.20,1,16:00:42.0,0.4330,0.97,94.00,81.00,73.00,52.00
CGREC,BAR,SW,Cattle,SE,16,,,,5/7/2019,2,,2,1,7R,2,323.00,,53.7,13.84,13.84,13.84,2508.80,11.92,40.48,14.71,25.83,155.20,1,16:00:42.1,,,69.00,58.00,49.00,33.00
CGREC,BAR,SW,Cattle,SE,16,,,,5/7/2019,2,,2,1,7R,3,397.75,,54.5,9.14,9.14,9.14,2627.20,11.92,40.48,14.71,25.83,155.20,1,16:00:40.0,,,103.00,93.00,89.00,72.00
CGREC,BAR,SW,Cattle,SE,16,,,,5/7/2019,2,,2,2,7Y,1,340.25,,50.7,13.13,13.13,13.13,1584.00,11.92,40.48,14.71,25.83,155.20,1,16:00:22.1,0.1083,0.24,82.00,67.00,60.00,45.00
CGREC,BAR,SW,Cattle,SE,16,,,,5/7/2019,2,,2,2,7Y,2,306.25,,37.6,9.60,9.60,9.60,1817.60,11.92,40.48,14.71,25.83,155.20,1,16:00:14.1,,,75.00,68.00,63.00,47.00
CGREC,BAR,SW,Cattle,SE,16,,,,5/7/2019,2,,2,2,7Y,3,388.50,,37.9,7.93,7.93,7.93,1352.00,11.92,40.48,14.71,25.83,155.20,1,16:00:22.1,,,105.00,97.00,86.00,70.00
CGREC,BAR,SW,Cattle,SE,16,,,,5/7/2019,2,,2,2,7Y,4,14.25,,,,,,,11.35,41.36,16.46,27.63,156.90,0,16:01:18.1,,,,,,
CGREC,BAR,SW,Cattle,SE,16,,,,5/7/2019,2,,2,2,7Y,5,282.50,,,,,,,11.92,40.48,14.71,25.83,155.20,1,16:00:16.1,,,,,,
CGREC,BAR,SW,Cattle,SE,16,,,,5/7/2019,2,,2,3,3Y,1,333.75,,42.3,8.51,8.51,8.51,4851.20,11.92,40.48,14.71,25.83,155.20,1,16:00:17.0,0.0623,0.14,,,152.00,41.00
CGREC,BAR,SW,Cattle,SE,16,,,,5/7/2019,2,,2,3,3Y,2,467.50,,21.8,21.63,21.63,21.63,1590.40,11.92,40.48,14.71,25.83,155.20,1,16:00:33.1,,,,,152.00,105.00
CGREC,BAR,SW,Cattle,SE,16,,,,5/7/2019,2,,2,3,3Y,3,550.75,,41.2,7.81,7.81,7.81,5016.00,11.92,40.48,14.71,25.83,155.20,1,16:00:24.0,,,,152.00,130.00,76.00
CGREC,BAR,SW,Cattle,SE,16,,,,5/7/2019,2,,2,3,3Y,4,20.00,,,,,,,11.64,40.92,15.59,26.73,156.05,0,16:28:27.1,,,,,,
CGREC,BAR,SW,Cattle,SE,16,,,,5/7/2019,2,,3,1,8R,1,503.25,,32.2,27.50,27.50,27.50,1756.80,11.92,40.48,14.71,25.83,155.20,1,16:01:41.1,0.0853,0.19,,102.00,61.00,32.00
CGREC,BAR,SW,Cattle,SE,16,,,,5/7/2019,2,,3,1,8R,2,452.50,,25.7,20.63,20.63,20.63,1016.00,11.92,40.48,14.71,25.83,155.20,1,16:01:39.0,,,82.00,71.00,51.00,38.00
CGREC,BAR,SW,Cattle,SE,16,,,,5/7/2019,2,,3,1,8R,3,504.75,,19.8,21.98,21.98,21.98,1856.00,11.92,40.48,14.71,25.83,155.20,1,16:01:50.0,,,,102.00,83.00,54.00
CGREC,BAR,SW,Cattle,SE,16,,,,5/7/2019,2,,3,2,2R,1,410.25,,33.4,21.48,21.48,21.48,3217.60,11.92,40.48,14.71,25.83,155.20,1,16:01:40.0,0.0751,0.17,150.00,118.00,93.00,41.00
CGREC,BAR,SW,Cattle,SE,16,,,,5/7/2019,2,,3,2,2R,2,375.75,,30.7,25.53,25.53,25.53,1504.00,11.92,40.48,14.71,25.83,155.20,1,16:01:44.1,,,,153.00,82.00,36.00
CGREC,BAR,SW,Cattle,SE,16,,,,5/7/2019,2,,3,2,2R,3,279.75,,27.0,16.69,16.69,16.69,1438.40,11.92,40.48,14.71,25.83,155.20,1,16:01:53.0,,,153.00,134.00,130.00,85.00
CGREC,BAR,SW,Cattle,SE,16,,,,5/7/2019,2,,3,3,9Y,1,230.25,,33.7,15.69,15.69,15.69,2539.20,11.92,40.48,14.71,25.83,155.20,1,16:01:35.1,0.0343,0.08,92.00,71.00,38.00,21.00
CGREC,BAR,SW,Cattle,SE,16,,,,5/7/2019,2,,3,3,9Y,2,240.00,,29.3,18.73,18.73,18.73,1187.20,11.92,40.48,14.71,25.83,155.20,1,16:01:31.1,,,101.00,68.00,30.00,30.00
CGREC,BAR,SW,Cattle,SE,16,,,,5/7/2019,2,,3,3,9Y,3,143.00,,31.8,19.22,19.22,19.22,2089.60,11.92,40.48,14.71,25.83,155.20,1,16:01:58.0,,,,,,
CGREC,BAR,SW,Cattle,SE,16,,,,5/7/2019,2,,3,3,9Y,4,23.50,,,,,,,11.53,40.61,14.46,28.23,151.60,,14:03:42.0,,,,,,
CGREC,BAR,SW,Cattle,SE,16,,,,5/7/2019,2,,3,3,9Y,5,155.50,,,,,,,11.92,40.48,14.71,25.83,155.20,,16:01:35.0,,,,,,
CGREC,BAR,NE,Cattle,SW.W,8,,,,5/7/2019,3,,1,1,4R,1,29.00,,34.0,22.18,22.18,22.18,382.40,10.69,43.59,15.85,25.94,160.10,1,18:01:32.1,0.0091,0.02,,,,
CGREC,BAR,NE,Cattle,SW.W,8,,,,5/7/2019,3,,1,1,4R,2,24.25,,34.8,29.14,29.14,29.14,1196.80,10.69,43.59,15.85,25.94,160.10,1,18:03:21.0,,,,,,
CGREC,BAR,NE,Cattle,SW.W,8,,,,5/7/2019,3,,1,1,4R,3,222.75,,32.3,42.01,42.01,42.01,1180.80,10.69,43.59,15.85,25.94,160.10,1,18:02:14.0,,,27.00,26.00,25.00,19.00
CGREC,BAR,NE,Cattle,SW.W,8,,,,5/7/2019,3,,1,2,1R,1,19.00,,36.2,12.83,12.83,12.83,673.60,11.64,40.92,15.59,26.73,156.05,0,16:34:50.1,0.0004,0.00,,,,
CGREC,BAR,NE,Cattle,SW.W,8,,,,5/7/2019,3,,1,2,1R,2,20.25,,33.2,21.78,21.78,21.78,1902.40,11.64,40.92,15.59,26.73,156.05,0,16:35:21.0,,,,,,
CGREC,BAR,NE,Cattle,SW.W,8,,,,5/7/2019,3,,1,2,1R,3,43.75,,35.4,20.96,20.96,20.96,702.40,10.69,43.59,15.85,25.94,160.10,0,18:01:40.1,,,,,,
CGREC,BAR,NE,Cattle,SW.W,8,,,,5/7/2019,3,,1,3,5R,1,112.50,,36.2,36.08,36.08,36.08,1552.00,10.69,43.59,15.85,25.94,160.10,1,18:02:12.0,0.0497,0.11,,,,
CGREC,BAR,NE,Cattle,SW.W,8,,,,5/7/2019,3,,1,3,5R,2,277.25,,35.1,17.51,17.51,17.51,1142.40,10.69,43.59,15.85,25.94,160.10,1,18:02:04.0,,,42.00,29.00,24.00,18.00
CGREC,BAR,NE,Cattle,SW.W,8,,,,5/7/2019,3,,1,3,5R,3,166.75,,30.7,16.80,16.80,16.80,400.00,10.69,43.59,15.85,25.94,160.10,1,18:02:24.1,,,51.00,45.00,36.00,29.00
CGREC,BAR,NE,Cattle,SW.W,8,,,,5/7/2019,3,,2,1,7R,1,21.00,,22.9,30.19,30.19,30.19,1171.20,11.64,40.92,15.59,26.73,156.05,0,16:42:14.1,0.0051,0.01,,,,
CGREC,BAR,NE,Cattle,SW.W,8,,,,5/7/2019,3,,2,1,7R,2,31.75,,22.6,67.39,67.39,67.39,147.20,11.64,40.92,15.59,26.73,156.05,0,16:39:37.1,,,,,,
CGREC,BAR,NE,Cattle,SW.W,8,,,,5/7/2019,3,,2,1,7R,3,21.75,,19.8,23.48,23.48,23.48,422.40,11.64,40.92,15.59,26.73,156.05,0,16:39:12.1,,,,,,
CGREC,BAR,NE,Cattle,SW.W,8,,,,5/7/2019,3,,2,2,9R,1,20.50,,23.4,28.85,28.85,28.85,832.00,11.64,40.92,15.59,26.73,156.05,0,16:42:09.1,0.0004,0.00,,,,
CGREC,BAR,NE,Cattle,SW.W,8,,,,5/7/2019,3,,2,2,9R,2,18.00,,20.9,32.27,32.27,32.27,803.20,11.35,41.36,16.46,27.63,156.90,0,17:02:14.1,,,,,,
CGREC,BAR,NE,Cattle,SW.W,8,,,,5/7/2019,3,,2,2,9R,3,21.00,,22.9,21.82,21.82,21.82,1144.00,11.64,40.92,15.59,26.73,156.05,0,16:41:01.1,,,,,,
CGREC,BAR,NE,Cattle,SW.W,8,,,,5/7/2019,3,,2,3,3R,1,18.25,,20.9,23.68,23.68,23.68,243.20,11.35,41.36,16.46,27.63,156.90,0,17:00:13.1,0.0004,0.00,,,,
CGREC,BAR,NE,Cattle,SW.W,8,,,,5/7/2019,3,,2,3,3R,2,18.75,,23.4,40.00,40.00,40.00,352.00,11.64,40.92,15.59,26.73,156.05,0,16:30:02.0,,,,,,
CGREC,BAR,NE,Cattle,SW.W,8,,,,5/7/2019,3,,2,3,3R,3,20.50,,22.6,19.09,19.09,19.09,1022.40,11.64,40.92,15.59,26.73,156.05,0,16:42:00.1,,,,,,
CGREC,BAR,NE,Cattle,SW.W,8,,,,5/7/2019,3,,3,1,4Y,1,34.75,,24.3,86.96,86.96,86.96,699.20,10.69,43.59,15.85,25.94,160.10,0,17:50:11.1,0.0011,0.00,,,,
CGREC,BAR,NE,Cattle,SW.W,8,,,,5/7/2019,3,,3,1,4Y,2,21.00,,24.5,18.44,18.44,18.44,555.20,11.64,40.92,15.59,26.73,156.05,0,16:34:47.1,,,,,,
CGREC,BAR,NE,Cattle,SW.W,8,,,,5/7/2019,3,,3,1,4Y,3,20.75,,28.2,26.67,26.67,26.67,48.00,11.64,40.92,15.59,26.73,156.05,0,16:41:35.1,,,,,,
CGREC,BAR,NE,Cattle,SW.W,8,,,,5/7/2019,3,,3,1,4Y,4,17.50,,,,,,,11.64,40.92,15.59,26.73,156.05,0,16:41:51.0,,,,,,
CGREC,BAR,NE,Cattle,SW.W,8,,,,5/7/2019,3,,3,2,6R,1,,,30.4,34.09,34.09,34.09,211.20,,,,,,,,,,,,,
CGREC,BAR,NE,Cattle,SW.W,8,,,,5/7/2019,3,,3,2,6R,2,,,29.0,40.95,40.95,40.95,672.00,,,,,,,,,,,,,
CGREC,BAR,NE,Cattle,SW.W,8,,,,5/7/2019,3,,3,2,6R,3,,,24.3,60.00,60.00,60.00,352.00,,,,,,,,,,,,,
CGREC,BAR,NE,Cattle,SW.W,8,,,,5/7/2019,3,,3,3,2Y,1,32.50,,30.9,31.45,31.45,31.45,1984.00,10.69,43.59,15.85,25.94,160.10,0,17:49:50.1,0.0009,0.00,,,,
CGREC,BAR,NE,Cattle,SW.W,8,,,,5/7/2019,3,,3,3,2Y,2,22.00,,24.0,42.54,42.54,42.54,214.40,11.64,40.92,15.59,26.73,156.05,0,16:34:11.0,,,,,,
