date,location,block,pasture,patch,subpatch,plot,array,arrayID,sample,LAI,SoilMoisture,FuelMoisture
2019-05-07T00:00:00Z,CGREC,BAR,NW,NE,NA,1,1,2,NA,NA,NA,0.26829268292682934
2019-05-07T00:00:00Z,CGREC,BAR,NW,NE,NA,1,1,3,NA,NA,NA,0.3185053380782918
2019-05-07T00:00:00Z,CGREC,BAR,NW,NE,NA,1,2,1,NA,NA,NA,0.4064777327935224
2019-05-07T00:00:00Z,CGREC,BAR,NW,NE,NA,1,2,2,NA,NA,NA,0.21630467122880104
2019-05-07T00:00:00Z,CGREC,BAR,NW,NE,NA,1,2,3,NA,NA,NA,0.3589364844903988
2019-05-07T00:00:00Z,CGREC,BAR,NW,NE,NA,1,3,1,NA,NA,NA,0.2355516637478108
2019-05-07T00:00:00Z,CGREC,BAR,NW,NE,NA,1,3,2,NA,NA,NA,0.237509607993851
2019-05-07T00:00:00Z,CGREC,BAR,NW,NE,NA,1,3,3,NA,NA,NA,0.21814543028685798
2019-05-07T00:00:00Z,CGREC,BAR,NW,NE,NA,2,1,1,NA,NA,NA,0.19602272727272727
2019-05-07T00:00:00Z,CGREC,BAR,NW,NE,NA,2,1,2,NA,NA,NA,0.1907692307692308
2019-05-07T00:00:00Z,CGREC,BAR,NW,NE,NA,2,1,3,NA,NA,NA,0.22515527950310546
2019-05-07T00:00:00Z,CGREC,BAR,NW,NE,NA,2,2,1,NA,NA,NA,0.1983695652173913
2019-05-07T00:00:00Z,CGREC,BAR,NW,NE,NA,2,2,2,NA,NA,NA,0.7722007722007722
2019-05-07T00:00:00Z,CGREC,BAR,NW,NE,NA,2,2,3,NA,NA,NA,0.5231958762886598
2019-05-07T00:00:00Z,CGREC,BAR,NW,NE,NA,2,3,1,NA,NA,NA,0.17400881057268724
2019-05-07T00:00:00Z,CGREC,BAR,NW,NE,NA,2,3,2,NA,NA,NA,0.3571428571428572
2019-05-07T00:00:00Z,CGREC,BAR,NW,NE,NA,2,3,3,NA,NA,NA,0.31182795698924737
2019-05-07T00:00:00Z,CGREC,BAR,NW,NE,NA,3,1,1,NA,NA,NA,0.1636615811373094
2019-05-07T00:00:00Z,CGREC,BAR,NW,NE,NA,3,1,2,NA,NA,NA,0.12850812407680948
2019-05-07T00:00:00Z,CGREC,BAR,NW,NE,NA,3,1,3,NA,NA,NA,0.12095933263816477
2019-05-07T00:00:00Z,CGREC,BAR,NW,NE,NA,3,2,1,NA,NA,NA,0.14529914529914525
2019-05-07T00:00:00Z,CGREC,BAR,NW,NE,NA,3,2,2,NA,NA,NA,0.1400730816077952
2019-05-07T00:00:00Z,CGREC,BAR,NW,NE,NA,3,2,3,NA,NA,NA,0.1289833080424887
2019-05-07T00:00:00Z,CGREC,BAR,NW,NE,NA,3,3,1,NA,NA,NA,0.17165668662674657
2019-05-07T00:00:00Z,CGREC,BAR,NW,NE,NA,3,3,2,NA,NA,NA,0.22518518518518513
2019-05-07T00:00:00Z,CGREC,BAR,NW,NE,NA,3,3,3,NA,NA,NA,0.15508021390374332
2019-05-07T00:00:00Z,CGREC,BAR,SW,SE,NA,1,1,1,NA,NA,76.2,0.10343365832980082
2019-05-07T00:00:00Z,CGREC,BAR,SW,SE,NA,1,1,2,NA,NA,74,0.1443406022845274
2019-05-07T00:00:00Z,CGREC,BAR,SW,SE,NA,1,1,3,NA,NA,67.3,0.19235511713933423
2019-05-07T00:00:00Z,CGREC,BAR,SW,SE,NA,1,2,1,NA,NA,55.7,0.10827586206896554
2019-05-07T00:00:00Z,CGREC,BAR,SW,SE,NA,1,2,2,NA,NA,56.5,0.14594594594594595
2019-05-07T00:00:00Z,CGREC,BAR,SW,SE,NA,1,2,3,NA,NA,61.5,0.13178294573643404
2019-05-07T00:00:00Z,CGREC,BAR,SW,SE,NA,1,3,1,NA,NA,47.3,0.09537110933758981
2019-05-07T00:00:00Z,CGREC,BAR,SW,SE,NA,1,3,2,NA,NA,46.2,0.09294871794871801
2019-05-07T00:00:00Z,CGREC,BAR,SW,SE,NA,1,3,3,NA,NA,46.8,0.11964649898028538
2019-05-07T00:00:00Z,CGREC,BAR,SW,SE,NA,2,1,1,NA,NA,53.7,0.08999280057595392
2019-05-07T00:00:00Z,CGREC,BAR,SW,SE,NA,2,1,2,NA,NA,53.7,0.13839285714285726
2019-05-07T00:00:00Z,CGREC,BAR,SW,SE,NA,2,1,3,NA,NA,54.5,0.09135200974421437
2019-05-07T00:00:00Z,CGREC,BAR,SW,SE,NA,2,2,1,NA,NA,50.7,0.1313131313131312
2019-05-07T00:00:00Z,CGREC,BAR,SW,SE,NA,2,2,2,NA,NA,37.6,0.09595070422535211
2019-05-07T00:00:00Z,CGREC,BAR,SW,SE,NA,2,2,3,NA,NA,37.9,0.07928994082840236
2019-05-07T00:00:00Z,CGREC,BAR,SW,SE,NA,2,3,1,NA,NA,42.3,0.08509234828496036
2019-05-07T00:00:00Z,CGREC,BAR,SW,SE,NA,2,3,2,NA,NA,21.8,0.216297786720322
2019-05-07T00:00:00Z,CGREC,BAR,SW,SE,NA,2,3,3,NA,NA,41.2,0.078149920255183275
2019-05-07T00:00:00Z,CGREC,BAR,SW,SE,NA,3,1,1,NA,NA,32.2,0.27504553734061926
2019-05-07T00:00:00Z,CGREC,BAR,SW,SE,NA,3,1,2,NA,NA,25.7,0.2062992125984253
2019-05-07T00:00:00Z,CGREC,BAR,SW,SE,NA,3,1,3,NA,NA,19.8,0.21982758620689663
2019-05-07T00:00:00Z,CGREC,BAR,SW,SE,NA,3,2,1,NA,NA,33.4,0.21481849825957236
2019-05-07T00:00:00Z,CGREC,BAR,SW,SE,NA,3,2,2,NA,NA,30.7,0.25531914893617025
2019-05-07T00:00:00Z,CGREC,BAR,SW,SE,NA,3,2,3,NA,NA,27,0.1668520578420467
2019-05-07T00:00:00Z,CGREC,BAR,SW,SE,NA,3,3,1,NA,NA,33.7,0.1568998109640832
2019-05-07T00:00:00Z,CGREC,BAR,SW,SE,NA,3,3,2,NA,NA,29.3,0.18733153638814024
2019-05-07T00:00:00Z,CGREC,BAR,SW,SE,NA,3,3,3,NA,NA,31.8,0.19218989280245022
2019-05-13T00:00:00Z,CGREC,BAR,SE,SW,E,1,1,1,NA,NA,31.2,0.17803547066848563
2019-05-13T00:00:00Z,CGREC,BAR,SE,SW,E,1,1,2,NA,NA,30.4,0.32570556826849734
2019-05-13T00:00:00Z,CGREC,BAR,SE,SW,E,1,1,3,NA,NA,27.3,0.27856701667696093
2019-05-13T00:00:00Z,CGREC,BAR,SE,SW,E,1,2,1,NA,NA,38.4,0.20349278663629458
2019-05-13T00:00:00Z,CGREC,BAR,SE,SW,E,1,2,2,NA,NA,37.6,0.29621848739495804
2019-05-13T00:00:00Z,CGREC,BAR,SE,SW,E,1,2,3,NA,NA,39.3,0.2917214191852825
2019-05-13T00:00:00Z,CGREC,BAR,SE,SW,E,1,3,1,NA,NA,40.7,0.18285714285714283
2019-05-13T00:00:00Z,CGREC,BAR,SE,SW,E,1,3,2,NA,NA,39,0.22404092071611248
2019-05-13T00:00:00Z,CGREC,BAR,SE,SW,E,1,3,3,NA,NA,38.7,0.2353673723536738
2019-05-13T00:00:00Z,CGREC,BAR,SE,SW,E,2,1,1,NA,NA,35.4,0.17928902627511595
2019-05-13T00:00:00Z,CGREC,BAR,SE,SW,E,2,1,2,NA,NA,33.4,0.1974077766699901
2019-05-13T00:00:00Z,CGREC,BAR,SE,SW,E,2,1,3,NA,NA,35.7,0.20461095100864543
2019-05-13T00:00:00Z,CGREC,BAR,SE,SW,E,2,2,1,NA,NA,34.8,0.4160447761194029
2019-05-13T00:00:00Z,CGREC,BAR,SE,SW,E,2,2,2,NA,NA,30.1,0.3372093023255814
2019-05-13T00:00:00Z,CGREC,BAR,SE,SW,E,2,2,3,NA,NA,30.4,0.31596925704526035
2019-05-13T00:00:00Z,CGREC,BAR,SE,SW,E,2,3,1,NA,NA,0.7,0.30858706808073894
2019-05-13T00:00:00Z,CGREC,BAR,SE,SW,E,2,3,2,NA,NA,0.74,0.35675675675675683
2019-05-13T00:00:00Z,CGREC,BAR,SE,SW,E,2,3,3,NA,NA,0.79,0.3258706467661691
2019-05-13T00:00:00Z,CGREC,BAR,SE,SW,E,3,1,1,NA,NA,30.9,0.32643851071831526
2019-05-13T00:00:00Z,CGREC,BAR,SE,SW,E,3,1,2,NA,NA,32.3,0.24937343358395983
2019-05-13T00:00:00Z,CGREC,BAR,SE,SW,E,3,1,3,NA,NA,32,0.4249512670565302
2019-05-13T00:00:00Z,CGREC,BAR,SE,SW,E,3,2,1,NA,NA,29.8,0.26958105646630226
2019-05-13T00:00:00Z,CGREC,BAR,SE,SW,E,3,2,2,NA,NA,23.7,0.48794740686632593
2019-05-13T00:00:00Z,CGREC,BAR,SE,SW,E,3,2,3,NA,NA,28.7,0.31378424657534254
2019-05-13T00:00:00Z,CGREC,BAR,SE,SW,E,3,3,1,NA,NA,31.2,0.181349819680577
2019-05-13T00:00:00Z,CGREC,BAR,SE,SW,E,3,3,2,NA,NA,25.1,0.6812411847672779
2019-05-13T00:00:00Z,CGREC,BAR,SE,SW,E,3,3,3,NA,NA,29.5,0.32059186189889044
2019-05-13T00:00:00Z,CGREC,BOB,SE,SE,W,1,1,1,NA,NA,NA,0.5154639175257731
2019-05-13T00:00:00Z,CGREC,BOB,SE,SE,W,1,1,2,NA,NA,NA,0.40940525587828475
2019-05-13T00:00:00Z,CGREC,BOB,SE,SE,W,1,1,3,NA,NA,NA,0.3689700130378097
2019-05-13T00:00:00Z,CGREC,BOB,SE,SE,W,1,2,1,NA,NA,22.3,0.2112787926926132
2019-05-13T00:00:00Z,CGREC,BOB,SE,SE,W,1,2,2,NA,NA,25.7,0.15021459227467795
2019-05-13T00:00:00Z,CGREC,BOB,SE,SE,W,1,2,3,NA,NA,20.4,0.2435233160621762
2019-05-13T00:00:00Z,CGREC,BOB,SE,SE,W,1,3,1,NA,NA,8.2,0.42857142857142866
2019-05-13T00:00:00Z,CGREC,BOB,SE,SE,W,1,3,2,NA,NA,10.7,0.21653543307086606
2019-05-13T00:00:00Z,CGREC,BOB,SE,SE,W,1,3,3,NA,NA,13.7,0.24223602484472043
2019-05-13T00:00:00Z,CGREC,BOB,SE,SE,W,2,1,1,NA,NA,12.4,0.3067517278043594
2019-05-13T00:00:00Z,CGREC,BOB,SE,SE,W,2,1,2,NA,NA,13.4,0.18768328445747798
2019-05-13T00:00:00Z,CGREC,BOB,SE,SE,W,2,1,3,NA,NA,13.9,0.261168384879725
2019-05-13T00:00:00Z,CGREC,BOB,SE,SE,W,2,2,1,NA,NA,30.7,0.1270818247646632
2019-05-13T00:00:00Z,CGREC,BOB,SE,SE,W,2,2,2,NA,NA,39.1,0.24819071945508736
2019-05-13T00:00:00Z,CGREC,BOB,SE,SE,W,2,2,3,NA,NA,18.7,0.18020969855832253
2019-05-13T00:00:00Z,CGREC,BOB,SE,SE,W,2,3,1,NA,NA,11.4,0.5100143061516451
2019-05-13T00:00:00Z,CGREC,BOB,SE,SE,W,2,3,2,NA,NA,19,0.4326494201605707
2019-05-13T00:00:00Z,CGREC,BOB,SE,SE,W,2,3,3,NA,NA,12.5,0.23695652173913062
2019-05-13T00:00:00Z,CGREC,BOB,SE,SE,W,3,1,1,NA,NA,6.5,0.08695652173913039
2019-05-13T00:00:00Z,CGREC,BOB,SE,SE,W,3,1,2,NA,NA,20.9,0.17543859649122825
2019-05-13T00:00:00Z,CGREC,BOB,SE,SE,W,3,1,3,NA,NA,18.2,0.7860962566844918
2019-05-13T00:00:00Z,CGREC,BOB,SE,SE,W,3,2,1,NA,NA,18.2,0.6968503937007873
2019-05-13T00:00:00Z,CGREC,BOB,SE,SE,W,3,2,2,NA,NA,22.6,0.3621103117505995
2019-05-13T00:00:00Z,CGREC,BOB,SE,SE,W,3,2,3,NA,NA,18.2,0.8671875000000001
2019-05-13T00:00:00Z,CGREC,BOB,SE,SE,W,3,3,1,NA,NA,19.8,0.37037037037037024
2019-05-13T00:00:00Z,CGREC,BOB,SE,SE,W,3,3,2,NA,NA,20.1,0.22580645161290305
2019-05-13T00:00:00Z,CGREC,BOB,SE,SE,W,3,3,3,NA,NA,7.6,0.6275862068965516
2019-05-14T00:00:00Z,CGREC,BOB,NE,NW,W,1,1,1,NA,NA,NA,0.1633663366336634
2019-05-14T00:00:00Z,CGREC,BOB,NE,NW,W,1,1,2,NA,NA,NA,0.1390887290167866
2019-05-14T00:00:00Z,CGREC,BOB,NE,NW,W,1,1,3,NA,NA,NA,0.20359281437125762
2019-05-14T00:00:00Z,CGREC,BOB,NE,NW,W,1,2,1,NA,NA,NA,0.24845488257107537
2019-05-14T00:00:00Z,CGREC,BOB,NE,NW,W,1,2,2,NA,NA,NA,0.31733021077283385
2019-05-14T00:00:00Z,CGREC,BOB,NE,NW,W,1,2,3,NA,NA,NA,0.19883040935672505
2019-05-14T00:00:00Z,CGREC,BOB,NE,NW,W,1,3,1,NA,NA,NA,0.4030612244897959
2019-05-14T00:00:00Z,CGREC,BOB,NE,NW,W,1,3,2,NA,NA,NA,0.13775510204081629
2019-05-14T00:00:00Z,CGREC,BOB,NE,NW,W,1,3,3,NA,NA,NA,0.29361421988150094
2019-05-14T00:00:00Z,CGREC,BOB,NE,NW,W,2,1,1,NA,NA,NA,0.3631840796019899
2019-05-14T00:00:00Z,CGREC,BOB,NE,NW,W,2,1,2,NA,NA,NA,0.2746062992125983
2019-05-14T00:00:00Z,CGREC,BOB,NE,NW,W,2,1,3,NA,NA,NA,0.4157973174366617
2019-05-14T00:00:00Z,CGREC,BOB,NE,NW,W,2,2,1,NA,NA,NA,0.3082627118644068
2019-05-14T00:00:00Z,CGREC,BOB,NE,NW,W,2,2,2,NA,NA,NA,0.5014684287812041
2019-05-14T00:00:00Z,CGREC,BOB,NE,NW,W,2,2,3,NA,NA,NA,0.33620689655172425
2019-05-14T00:00:00Z,CGREC,BOB,NE,NW,W,2,3,1,NA,NA,NA,0.5094339622641509
2019-05-14T00:00:00Z,CGREC,BOB,NE,NW,W,2,3,2,NA,NA,NA,0.2738853503184713
2019-05-14T00:00:00Z,CGREC,BOB,NE,NW,W,2,3,3,NA,NA,NA,0.2623762376237623
2019-05-14T00:00:00Z,CGREC,BOB,NE,NW,W,3,1,1,NA,NA,NA,0.2535940195514664
2019-05-14T00:00:00Z,CGREC,BOB,NE,NW,W,3,1,2,NA,NA,NA,0.3670091324200913
2019-05-14T00:00:00Z,CGREC,BOB,NE,NW,W,3,1,3,NA,NA,NA,0.18724559023066484
2019-05-14T00:00:00Z,CGREC,BOB,NE,NW,W,3,2,1,NA,NA,NA,0.19988207547169815
2019-05-14T00:00:00Z,CGREC,BOB,NE,NW,W,3,2,2,NA,NA,NA,0.275
2019-05-14T00:00:00Z,CGREC,BOB,NE,NW,W,3,2,3,NA,NA,NA,0.2959183673469389
2019-05-14T00:00:00Z,CGREC,BOB,NE,NW,W,3,3,1,NA,NA,NA,0.5099882491186839
2019-05-14T00:00:00Z,CGREC,BOB,NE,NW,W,3,3,2,NA,NA,NA,0.4263613861386139
2019-05-14T00:00:00Z,CGREC,BOB,NE,NW,W,3,3,3,NA,NA,NA,0.20291095890410968
2019-05-14T00:00:00Z,CGREC,BOB,SW,SW,NA,1,1,1,NA,NA,32,0.3307984790874525
2019-05-14T00:00:00Z,CGREC,BOB,SW,SW,NA,1,1,2,NA,NA,27.3,0.41964285714285726
2019-05-14T00:00:00Z,CGREC,BOB,SW,SW,NA,1,1,3,NA,NA,28.4,0.31433823529411764
2019-05-14T00:00:00Z,CGREC,BOB,SW,SW,NA,1,2,1,NA,NA,18,0.7758620689655175
2019-05-14T00:00:00Z,CGREC,BOB,SW,SW,NA,1,2,2,NA,NA,13,0.5337954939341422
2019-05-14T00:00:00Z,CGREC,BOB,SW,SW,NA,1,2,3,NA,NA,13.7,0.5264797507788164
2019-05-14T00:00:00Z,CGREC,BOB,SW,SW,NA,1,3,1,NA,NA,14.5,0.4088820826952525
2019-05-14T00:00:00Z,CGREC,BOB,SW,SW,NA,1,3,2,NA,NA,21.8,0.43548387096774194
2019-05-14T00:00:00Z,CGREC,BOB,SW,SW,NA,1,3,3,NA,NA,22.6,0.4724576271186442
2019-05-14T00:00:00Z,CGREC,BOB,SW,SW,NA,2,1,1,NA,NA,21,0.3754646840148698
2019-05-14T00:00:00Z,CGREC,BOB,SW,SW,NA,2,1,2,NA,NA,20.8,0.4310798946444249
2019-05-14T00:00:00Z,CGREC,BOB,SW,SW,NA,2,1,3,NA,NA,15.7,0.3612004287245444
2019-05-14T00:00:00Z,CGREC,BOB,SW,SW,NA,2,2,1,NA,NA,22,0.3030179445350734
2019-05-14T00:00:00Z,CGREC,BOB,SW,SW,NA,2,2,2,NA,NA,26.8,0.3060309698451507
2019-05-14T00:00:00Z,CGREC,BOB,SW,SW,NA,2,2,3,NA,NA,27,0.41843971631205684
2019-05-14T00:00:00Z,CGREC,BOB,SW,SW,NA,2,3,1,NA,NA,19.3,0.5014164305949009
2019-05-14T00:00:00Z,CGREC,BOB,SW,SW,NA,2,3,2,NA,NA,18,0.36718749999999994
2019-05-14T00:00:00Z,CGREC,BOB,SW,SW,NA,2,3,3,NA,NA,15,0.7278617710583154
2019-05-14T00:00:00Z,CGREC,BOB,SW,SW,NA,3,1,1,NA,NA,33.7,0.7082683307332291
2019-05-14T00:00:00Z,CGREC,BOB,SW,SW,NA,3,1,2,NA,NA,33.2,0.23068432671081676
2019-05-14T00:00:00Z,CGREC,BOB,SW,SW,NA,3,1,3,NA,NA,30.7,0.26546681664791894
2019-05-14T00:00:00Z,CGREC,BOB,SW,SW,NA,3,2,1,NA,NA,27.6,0.38149134487350206
2019-05-14T00:00:00Z,CGREC,BOB,SW,SW,NA,3,2,2,NA,NA,28.7,0.38629283489096583
2019-05-14T00:00:00Z,CGREC,BOB,SW,SW,NA,3,2,3,NA,NA,26.2,0.19402985074626874
2019-05-14T00:00:00Z,CGREC,BOB,SW,SW,NA,3,3,1,NA,NA,27.6,0.3323262839879154
2019-05-14T00:00:00Z,CGREC,BOB,SW,SW,NA,3,3,2,NA,NA,27.9,0.19924812030075176
2019-05-14T00:00:00Z,CGREC,BOB,SW,SW,NA,3,3,3,NA,NA,25.1,0.3957055214723927
